COUNTY,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
San Benito,16,2019,4/23/2019 8:00:00 AM,0.111,0.624,0.448,0.174,0.066,0.09,0.635,0.103,0.687,0.288,0.11,0.584,1.128,4/16/2019
San Benito,16,2020,4/21/2020 8:00:00 AM,0.11,0.774,0.195,0.076,0.071,0.103,0.736,0.187,0.791,0.161,0.061,0.905,0.983,4/14/2020
San Benito,16,2021,4/20/2021 8:00:00 AM,0.252,1.815,0.357,0.139,0.127,0.209,1.538,0.1,1.208,0.234,0.089,1.201,1.559,4/13/2021
San Benito,16,2022,4/26/2022 8:00:00 AM,0.107,0.674,0.191,0.074,0.061,0.079,0.602,0.156,0.687,0.135,0.052,0.641,0.875,4/19/2022
San Benito,17,2015,4/28/2015 8:00:00 AM,0.133,1.165,0.32,0.124,0.065,0.138,1.035,0.169,0.937,0.233,0.089,0.94,1.252,4/21/2015
San Benito,17,2016,4/26/2016 8:00:00 AM,0.161,1.692,0.272,0.106,0.074,0.148,1.084,0.134,0.505,0.16,0.061,0.794,0.773,4/19/2016
San Benito,17,2017,5/2/2017 8:00,0.151,0.617,0.403,0.156,0.063,0.092,0.596,0.161,0.751,0.401,0.153,0.72,1.147,4/25/2017
San Benito,17,2018,5/1/2018 8:00,0.197,1.341,0.251,0.097,0.089,0.163,1.12,0.239,1.054,0.191,0.073,1.282,1.301,4/24/2018
San Benito,17,2019,4/30/2019 8:00:00 AM,0.185,1.266,0.338,0.131,0.096,0.166,1.198,0.113,1.132,0.235,0.09,1.069,1.465,4/23/2019
San Benito,17,2020,4/28/2020 8:00:00 AM,0.147,0.438,0.278,0.108,0.067,0.082,0.468,0.136,0.688,0.209,0.08,0.638,0.962,4/21/2020
San Benito,17,2021,4/27/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,4/20/2021
San Benito,18,2015,5/5/2015 8:00,0.189,0.814,0.568,0.22,0.085,0.16,1.145,0.231,1.649,0.374,0.143,1.369,2.208,4/28/2015
San Benito,18,2016,5/3/2016 8:00,0.163,1.899,0.203,0.079,0.094,0.186,1.406,0.121,0.952,0.205,0.078,0.962,1.152,4/26/2016
San Benito,18,2017,5/9/2017 8:00,0.21,2.414,0.48,0.186,0.118,0.233,1.698,0.112,1.076,0.364,0.139,1.066,1.548,5/2/2017
San Benito,18,2018,5/8/2018 8:00,0.187,0.63,0.375,0.146,0.115,0.117,0.772,0.17,1.044,0.326,0.124,0.861,1.413,5/1/2018
San Benito,18,2019,5/7/2019 8:00,0.153,0.848,0.303,0.118,0.074,0.124,0.873,0.157,0.928,0.261,0.1,0.883,1.226,4/30/2019
San Benito,18,2020,5/5/2020 8:00,0.159,0.513,0.305,0.118,0.059,0.078,0.489,0.171,0.583,0.209,0.08,0.699,0.884,4/28/2020
San Benito,18,2021,5/4/2021 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,4/27/2021
San Benito,19,2015,5/12/2015 8:00,0.13,2.078,0.35,0.136,0.09,0.205,1.563,0.158,0.945,0.275,0.105,1.197,1.289,5/5/2015
San Benito,19,2016,5/10/2016 8:00,0.122,0.355,0.364,0.141,0.067,0.091,0.62,0.165,1.145,0.252,0.096,0.877,1.504,5/3/2016
San Benito,19,2017,5/16/2017 8:00:00 AM,0.154,1.828,0.229,0.089,0.082,0.175,1.321,0.13,0.801,0.339,0.129,0.904,1.027,5/9/2017
San Benito,19,2018,5/15/2018 8:00:00 AM,0.196,1.601,0.358,0.139,0.093,0.18,1.325,0.112,1.202,0.249,0.095,0.902,1.554,5/8/2018
San Benito,19,2019,5/14/2019 8:00:00 AM,0.144,0.171,0.442,0.172,0.052,0.062,0.354,0.239,0.564,0.238,0.091,0.855,0.999,5/7/2019
San Benito,19,2020,5/12/2020 8:00,0.263,0.452,0.453,0.176,0.1,0.114,0.639,0.186,0.798,0.374,0.143,1.064,1.243,5/5/2020
San Benito,19,2021,5/11/2021 8:00,0.275,1.666,0.383,0.149,0.102,0.182,1.27,0.109,0.891,0.274,0.105,0.846,1.268,5/4/2021
San Benito,20,2015,5/19/2015 8:00:00 AM,0.086,0.77,0.191,0.074,0.042,0.086,0.655,0.246,0.62,0.572,0.218,0.958,0.808,5/12/2015
San Benito,20,2016,5/17/2016 8:00:00 AM,0.112,0.266,0.549,0.213,0.061,0.088,0.601,0.158,0.976,0.406,0.155,0.952,1.516,5/10/2016
San Benito,20,2017,5/23/2017 8:00:00 AM,0.133,0.235,0.477,0.185,0.063,0.065,0.364,0.161,0.555,0.511,0.195,0.561,1.024,5/16/2017
San Benito,20,2018,5/22/2018 8:00:00 AM,0.129,0.745,0.268,0.104,0.051,0.096,0.657,0.19,0.7,0.159,0.061,0.835,0.963,5/15/2018
San Benito,20,2019,5/21/2019 8:00:00 AM,0.088,1.313,0.145,0.056,0.069,0.12,0.919,0.094,0.516,0.125,0.048,0.709,0.659,5/14/2019
San Benito,20,2020,5/19/2020 8:00:00 AM,0.125,1.154,0.233,0.09,0.068,0.115,0.83,0.169,0.546,0.179,0.068,0.867,0.775,5/12/2020
San Benito,20,2021,5/18/2021 8:00:00 AM,0.158,0.284,0.308,0.12,0.053,0.078,0.453,0.121,0.683,0.243,0.093,0.693,0.986,5/11/2021
San Benito,21,2015,5/26/2015 8:00:00 AM,0.074,0.267,0.251,0.097,0.032,0.057,0.398,0.23,0.529,0.391,0.149,0.821,0.776,5/19/2015
San Benito,21,2016,5/24/2016 8:00:00 AM,0.102,1.551,0.2,0.078,0.068,0.13,0.995,0.092,0.424,0.243,0.093,0.632,0.621,5/17/2016
San Benito,21,2017,5/30/2017 8:00:00 AM,0.178,0.078,0.628,0.244,0.068,0.084,0.483,0.195,0.797,0.547,0.209,1.138,1.415,5/23/2017
San Benito,21,2018,5/29/2018 8:00:00 AM,0.105,0.281,0.33,0.128,0.046,0.06,0.389,0.169,0.521,0.186,0.071,0.654,0.846,5/22/2018
San Benito,21,2019,5/28/2019 8:00:00 AM,0.077,1.317,0.133,0.052,0.068,0.127,1.014,0.107,0.627,0.147,0.056,0.76,0.757,5/21/2019
San Benito,21,2020,5/26/2020 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,5/19/2020
San Benito,21,2021,5/25/2021 8:00:00 AM,0.174,2.181,0.241,0.094,0.093,0.191,1.423,0.103,0.594,0.317,0.121,0.87,0.832,5/18/2021
San Benito,22,2015,6/2/2015 8:00,0.124,0.155,0.611,0.237,0.036,0.059,0.346,0.212,0.628,0.485,0.185,0.781,1.23,5/26/2015
San Benito,22,2016,5/31/2016 8:00:00 AM,0.149,0.921,0.356,0.138,0.076,0.143,1.002,0.162,0.987,0.355,0.135,1.089,1.337,5/24/2016
San Benito,22,2017,6/6/2017 8:00,0.174,0.899,0.441,0.171,0.075,0.131,0.912,0.158,1.126,0.471,0.18,0.83,1.559,5/30/2017
San Benito,22,2018,6/5/2018 8:00,0.238,2.399,0.443,0.172,0.118,0.239,1.761,0.139,1.009,0.463,0.177,1.091,1.444,5/29/2018
San Benito,22,2019,6/4/2019 8:00,0.09,0.136,0.327,0.127,0.055,0.066,0.429,0.146,0.629,0.236,0.09,0.744,0.951,5/28/2019
San Benito,22,2020,6/2/2020 8:00,0.174,0.408,0.351,0.136,0.075,0.096,0.581,0.15,0.772,0.33,0.126,0.814,1.118,5/26/2020
San Benito,22,2021,6/1/2021 8:00,0.189,1.827,0.313,0.121,0.095,0.192,1.4,0.112,0.897,0.348,0.133,0.928,1.205,5/25/2021
San Benito,23,2015,6/9/2015 8:00,0.148,0.549,0.43,0.167,0.052,0.094,0.613,0.168,0.732,0.222,0.085,0.764,1.155,6/2/2015
San Benito,23,2016,6/7/2016 8:00,0.256,0.044,0.557,0.216,0.074,0.075,0.224,0.149,0.447,0.445,0.17,0.788,0.996,5/31/2016
San Benito,23,2017,6/13/2017 8:00:00 AM,0.139,1.479,0.254,0.099,0.072,0.154,1.18,0.176,0.828,0.248,0.095,1.041,1.077,6/6/2017
San Benito,23,2018,6/12/2018 8:00,0.195,1.226,0.385,0.149,0.077,0.145,1.04,0.177,0.833,0.325,0.124,0.911,1.212,6/5/2018
San Benito,23,2019,6/11/2019 8:00,0.223,0.849,0.509,0.198,0.103,0.128,0.81,0.172,0.774,0.49,0.187,0.807,1.275,6/4/2019
San Benito,23,2020,6/9/2020 8:00,0.171,1.467,0.421,0.163,0.084,0.148,1.078,0.155,0.564,0.359,0.137,0.962,0.978,6/2/2020
San Benito,23,2021,6/8/2021 8:00,0.212,2.149,0.385,0.149,0.116,0.211,1.525,0.091,0.82,0.403,0.154,1.007,1.199,6/1/2021
San Benito,23,2022,6/14/2022 8:00:00 AM,0.146,0.712,0.406,0.158,0.043,0.083,0.538,0.089,0.309,0.267,0.102,0.464,0.708,6/7/2022
San Benito,24,2015,6/16/2015 8:00:00 AM,0.175,1.179,0.741,0.288,0.09,0.177,1.258,0.108,0.948,0.11,0.042,1.331,1.677,6/9/2015
San Benito,24,2016,6/14/2016 8:00:00 AM,0.201,1.226,0.49,0.19,0.084,0.167,1.136,0.13,1.141,0.357,0.136,1.003,1.622,6/7/2016
San Benito,24,2017,6/20/2017 8:00:00 AM,0.176,0.503,0.543,0.211,0.073,0.113,0.728,0.136,0.967,0.518,0.198,0.765,1.502,6/13/2017
San Benito,24,2018,6/19/2018 8:00:00 AM,0.214,1.998,0.373,0.145,0.102,0.211,1.563,0.126,0.896,0.321,0.123,1.108,1.263,6/12/2018
San Benito,24,2019,6/18/2019 8:00:00 AM,0.18,0.078,0.693,0.269,0.063,0.074,0.34,0.198,0.465,0.373,0.142,1.086,1.147,6/11/2019
San Benito,24,2020,6/16/2020 8:00:00 AM,0.115,0.446,0.292,0.113,0.046,0.06,0.365,0.115,0.337,0.315,0.12,0.491,0.625,6/9/2020
San Benito,24,2021,6/15/2021 8:00:00 AM,0.098,0.349,0.196,0.076,0.034,0.051,0.309,0.107,0.363,0.26,0.099,0.421,0.556,6/8/2021
San Benito,24,2022,6/21/2022 8:00:00 AM,0.124,0.872,0.35,0.136,0.057,0.091,0.651,0.123,0.37,0.239,0.091,0.529,0.714,6/14/2022
San Benito,25,2015,6/23/2015 8:00:00 AM,0.181,0.794,0.687,0.267,0.07,0.137,0.927,0.206,1.202,0.419,0.16,1.04,1.877,6/16/2015
San Benito,25,2016,6/21/2016 8:00:00 AM,0.124,0.653,0.392,0.152,0.055,0.081,0.519,0.148,0.399,0.453,0.173,0.573,0.784,6/14/2016
San Benito,25,2017,6/27/2017 8:00:00 AM,0.22,0.286,0.564,0.219,0.075,0.114,0.669,0.153,1.021,0.395,0.151,1.017,1.576,6/20/2017
San Benito,25,2018,6/26/2018 8:00:00 AM,0.207,0.645,0.625,0.243,0.075,0.132,0.883,0.173,1.041,0.437,0.167,1.049,1.657,6/19/2018
San Benito,25,2019,6/25/2019 8:00:00 AM,0.151,0.703,0.597,0.232,0.073,0.127,0.857,0.116,0.828,0.313,0.119,0.995,1.415,6/18/2019
San Benito,25,2020,6/23/2020 8:00:00 AM,0.159,0.432,0.385,0.149,0.07,0.099,0.594,0.088,0.538,0.298,0.114,0.887,0.916,6/16/2020
San Benito,25,2021,6/22/2021 8:00:00 AM,0.275,1.228,0.624,0.242,0.096,0.16,1.064,0.113,0.839,0.226,0.086,0.917,1.453,6/15/2021
San Benito,25,2022,6/28/2022 8:00:00 AM,0.151,0.164,0.688,0.267,0.059,0.059,0.27,0.177,0.442,0.309,0.118,0.617,1.119,6/21/2022
San Benito,26,2015,6/30/2015 8:00:00 AM,0.207,0.596,0.66,0.256,0.081,0.139,0.85,0.226,1.2,0.665,0.254,1.138,1.849,6/23/2015
San Benito,26,2016,6/28/2016 8:00:00 AM,0.163,0.683,0.685,0.266,0.065,0.102,0.653,0.153,0.586,0.752,0.287,0.677,1.26,6/21/2016
San Benito,26,2017,7/4/2017 8:00,0.189,0.75,0.526,0.204,0.12,0.144,0.962,0.166,1.063,0.368,0.14,1.191,1.581,6/27/2017
San Benito,26,2018,7/3/2018 8:00,0.21,1.328,0.383,0.149,0.097,0.181,1.292,0.107,0.965,0.272,0.104,1.106,1.342,6/26/2018
San Benito,26,2019,7/2/2019 8:00,0.127,0.54,0.316,0.123,0.052,0.089,0.596,0.188,0.733,0.333,0.127,0.783,1.043,6/25/2019
San Benito,26,2020,6/30/2020 8:00:00 AM,0.185,1.08,0.423,0.164,0.085,0.136,0.909,0.174,0.461,0.37,0.141,1.084,0.877,6/23/2020
San Benito,26,2021,6/29/2021 8:00:00 AM,0.158,0.111,0.454,0.176,0.047,0.051,0.232,0.171,0.433,0.32,0.122,0.634,0.88,6/22/2021
San Benito,26,2022,7/5/2022 8:00,0.132,0.761,0.321,0.125,0.086,0.106,0.683,0.103,0.523,0.268,0.102,0.723,0.839,6/28/2022
San Benito,27,2015,7/7/2015 8:00,0.154,0.066,0.878,0.341,0.102,0.066,0.259,0.225,0.556,0.574,0.219,0.984,1.42,6/30/2015
San Benito,27,2016,7/5/2016 8:00,0.214,0.665,0.634,0.246,0.091,0.147,0.967,0.141,1.068,0.533,0.203,1.248,1.692,6/28/2016
San Benito,27,2017,7/11/2017 8:00,0.192,0.366,0.856,0.332,0.118,0.086,0.483,0.201,0.623,0.474,0.181,0.892,1.465,7/4/2017
San Benito,27,2018,7/10/2018 8:00,0.162,0.643,0.581,0.225,0.102,0.104,0.667,0.17,0.723,0.465,0.177,0.782,1.294,7/3/2018
San Benito,27,2019,7/9/2019 8:00,0.131,0.891,0.3,0.116,0.101,0.131,0.936,0.174,0.622,0.21,0.08,1.214,0.917,7/2/2019
San Benito,27,2020,7/7/2020 8:00,0.176,1.382,0.38,0.147,0.144,0.162,1.118,0.147,0.609,0.387,0.148,1.013,0.983,6/30/2020
San Benito,27,2021,7/6/2021 8:00,0.16,0.095,0.464,0.18,0.098,0.069,0.31,0.173,0.48,0.211,0.081,0.843,0.937,6/29/2021
San Benito,27,2022,7/12/2022 8:00,0.119,0.234,0.474,0.184,0.036,0.05,0.267,0.172,0.4,0.275,0.105,0.628,0.867,7/5/2022
San Benito,28,2015,7/14/2015 8:00:00 AM,0.118,0.244,0.357,0.139,0.048,0.07,0.439,0.194,0.785,0.465,0.177,0.765,1.136,7/7/2015
San Benito,28,2016,7/12/2016 8:00,0.143,0.551,0.365,0.142,0.059,0.095,0.616,0.162,0.682,0.528,0.202,0.805,1.041,7/5/2016
San Benito,28,2017,7/18/2017 8:00:00 AM,0.188,0.963,0.56,0.217,0.102,0.137,0.936,0.217,0.772,0.397,0.152,0.988,1.323,7/11/2017
San Benito,28,2018,7/17/2018 8:00:00 AM,0.251,0.204,0.497,0.193,0.077,0.088,0.464,0.245,0.865,0.339,0.129,1.046,1.354,7/10/2018
San Benito,28,2019,7/16/2019 8:00:00 AM,0.127,0.133,0.621,0.241,0.047,0.051,0.241,0.19,0.464,0.365,0.139,0.647,1.076,7/9/2019
San Benito,28,2020,7/14/2020 8:00:00 AM,0.198,1.249,0.479,0.186,0.088,0.152,1.052,0.152,0.698,0.48,0.183,1.038,1.169,7/7/2020
San Benito,28,2021,7/13/2021 8:00:00 AM,0.234,1.254,0.618,0.24,0.095,0.167,1.102,0.126,0.862,0.367,0.14,1.002,1.47,7/6/2021
San Benito,28,2022,7/19/2022 8:00:00 AM,0.208,1.024,0.6,0.233,0.076,0.14,0.939,0.201,0.822,0.312,0.119,1.026,1.412,7/12/2022
San Benito,29,2015,7/21/2015 8:00:00 AM,0.136,0.364,0.422,0.164,0.051,0.083,0.545,0.256,0.859,0.393,0.15,1.049,1.274,7/14/2015
San Benito,29,2016,7/19/2016 8:00:00 AM,0.189,0.322,0.565,0.219,0.07,0.102,0.593,0.155,0.802,0.601,0.229,0.902,1.358,7/12/2016
San Benito,29,2017,7/25/2017 8:00:00 AM,0.212,0.449,0.52,0.202,0.087,0.112,0.681,0.176,0.974,0.326,0.124,0.885,1.485,7/18/2017
San Benito,29,2018,7/24/2018 8:00:00 AM,0.184,0.06,0.663,0.257,0.071,0.067,0.311,0.308,0.637,0.326,0.124,1.049,1.29,7/17/2018
San Benito,29,2019,7/23/2019 8:00:00 AM,0.138,0.39,0.379,0.147,0.077,0.087,0.554,0.254,0.63,0.308,0.118,1.068,1.003,7/16/2019
San Benito,29,2020,7/21/2020 8:00:00 AM,0.194,0.062,0.472,0.183,0.072,0.081,0.335,0.155,0.552,0.378,0.144,0.934,1.016,7/14/2020
San Benito,29,2021,7/20/2021 8:00:00 AM,0.184,0.591,0.55,0.213,0.072,0.118,0.763,0.187,0.764,0.287,0.11,1.076,1.305,7/13/2021
San Benito,29,2022,7/26/2022 8:00:00 AM,0.167,0.399,0.602,0.234,0.055,0.087,0.509,0.118,0.496,0.316,0.121,0.774,1.089,7/19/2022
San Benito,30,2015,7/28/2015 8:00:00 AM,0.172,0.869,0.484,0.188,0.079,0.154,1.025,0.119,1.1,0.352,0.134,1.196,1.576,7/21/2015
San Benito,30,2016,7/26/2016 8:00:00 AM,0.248,0.261,0.948,0.368,0.158,0.091,0.484,0.259,0.842,0.756,0.289,0.947,1.775,7/19/2016
San Benito,30,2017,8/1/2017 8:00,0.213,0.251,0.636,0.247,0.082,0.091,0.47,0.202,0.626,0.314,0.12,0.971,1.251,7/25/2017
San Benito,30,2018,7/31/2018 8:00:00 AM,0.185,0.155,0.63,0.244,0.086,0.087,0.454,0.209,0.662,0.474,0.181,0.871,1.282,7/24/2018
San Benito,30,2019,7/30/2019 8:00:00 AM,0.183,0.519,0.645,0.25,0.089,0.117,0.723,0.142,0.629,0.347,0.132,1.174,1.264,7/23/2019
San Benito,30,2020,7/28/2020 8:00:00 AM,0.189,0.573,0.483,0.187,0.119,0.112,0.698,0.204,0.549,0.368,0.14,1.286,1.024,7/21/2020
San Benito,30,2021,7/27/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,7/20/2021
San Benito,30,2022,8/2/2022 8:00,0.162,0.051,0.555,0.215,0.039,0.049,0.163,0.235,0.447,0.35,0.134,0.666,0.993,7/26/2022
San Benito,31,2015,8/4/2015 8:00,0.172,0.87,0.484,0.188,0.079,0.154,1.026,0.119,1.1,0.352,0.134,1.197,1.577,7/28/2015
